tanggal,sumber (url),judul berita,konten
2024-10-26,https://news.detik.com/pilkada/d-7606978/hasbi-singgung-sanuji-jadikan-isu-dob-cilangkahan-dagangan-politik,Hasbi Singgung Sanuji Jadikan Isu DOB Cilangkahan Dagangan Politik,Calon Bupati Lebak nomor urut 1 Hasbi Jayabaya menyinggung calon Bupati Lebak nomor urut 3 Sanuji Pentamarta soal DOB Cilangkahan dalam debat Pilbup Lebak 2024
2025-07-16,https://news.detik.com/berita/d-8015004/habiburokhman-puji-kapolri-selain-tegakkan-hukum-polri-layani-masyarakat,"Habiburokhman Puji Kapolri: Selain Tegakkan Hukum, Polri Layani Masyarakat",Ketua Komisi III DPR Habiburokhman memuji Polri di bawah kepemimpinan Kapolri Jenderal Listyo Sigit Prabowo
2025-01-06,https://news.detik.com/berita/d-7719138/oknum-tni-al-eksekutor-bos-rental-mobil-diproses-hukum-puspomal,Oknum TNI AL Eksekutor Bos Rental Mobil Diproses Hukum Puspomal,Danpospomal Laksamana Muda Sasmita memastikan pihaknya terus mendalami terkait insiden penembakan bos rental mobil di rest area Km 45 Tol Tangerang-Merak
2025-07-20,https://news.detik.com/berita/d-8020647/wamenkop-sebut-yogyakarta-pelopor-sistem-ekonomi-kerakyatan,Wamenkop Sebut Yogyakarta Pelopor Sistem Ekonomi Kerakyatan,Wakil Menteri Koperasi (Wamenkop) Ferry Juliantono menyebut Yogyakarta menjadi pelopor sistem ekonomi kerakyatan
2025-07-25,https://news.detik.com/berita/d-8029704/bakal-banding-vonis-3-5-tahun-penjara-hasto-ini-kata-ketua-kpk,"Bakal Banding Vonis 3,5 Tahun Penjara Hasto? Ini Kata Ketua KPK","Sekjen PDIP Hasto Kristiyanto divonis hakim hukuman penjara 3,5 tahun dalam kasus suap mantan komisioner KPU Wahyu Setiawan terkait pengurusan pergantian antarwaktu (PAW) anggota DPR periode 2019-2024 untuk Harun Masiku"
2025-03-17,https://news.detik.com/berita/d-7826592/bos-ppi-perseteruan-politik-pdip-dan-jokowi-memanas-usai-hasto-tersangka,Bos PPI: Perseteruan Politik PDIP dan Jokowi Memanas Usai Hasto Tersangka,Direktur Parameter Politik Indonesia (PPI) Adi Prayitno menyebut perseteruan politik antara PDI Perjuangan (PDIP) dengan Presiden ke-7 Joko Widodo (Jokowi) merupakan kelanjutan dari Pemilu 2024
2025-07-30,https://news.detik.com/melindungi-tuah-marwah/d-8036642/3-langkah-polda-pemprov-riau-wujudkan-pacu-jalur-aman-di-mata-dunia,3 Langkah Polda-Pemprov Riau Wujudkan Pacu Jalur Aman di Mata Dunia,"Puncak Festival Pacu Jalur di Teluk Kuantan, Kuantan Singingi (Kuansing) yang akan diselenggarakan akhir Agustus 2025 akan memberikan dampak signifikan bagi citra Provinsi Riau di mata dunia"
2025-05-08,https://news.detik.com/kolom/d-7905428/conclave-2025-mewaspadai-kebangkitan-politik-ekstrem-kanan-eropa,Conclave 2025: Mewaspadai Kebangkitan Politik 'Ekstrem Kanan' Eropa,"Dalam sebuah sesi wawancara informal, Presiden Amerika Serikat Donald Trump dengan nada bercanda menyatakan kehendaknya untuk menjadi paus: I'd like to be Pope"
2025-05-08,https://news.detik.com/berita/d-7906634/pertumbuhan-ekonomi-jatim-capai-5-ungguli-pertumbuhan-nasional,"Pertumbuhan Ekonomi Jatim Capai 5%, Ungguli Pertumbuhan Nasional","Berdasarkan data BPS per 5 Mei 2025, pertumbuhan ekonomi Provinsi Jawa Timur (Jatim) tercatat menyentuh angka 5% secara y-o-y"
2025-07-29,https://news.detik.com/berita/d-8035644/riza-chalid-yang-masih-tak-ada-kabar-berita,Riza Chalid yang Masih Tak Ada Kabar Berita,Mohammad Riza Chalid tersangka kasus dugaan korupsi tata kelola minyak mentah dan produk kilang PT Pertamina mangkir dua panggilan Kejaksaan Agung (Kejagung)
2025-07-24,https://news.detik.com/abc-australia/d-8027567/dunia-hari-ini-negara-gagal-atasi-perubahan-iklim-berisiko-langgar-hukum,Dunia Hari Ini: Negara Gagal Atasi Perubahan Iklim Berisiko Langgar Hukum,"Anda sedang membaca Dunia Hari Ini, rangkuman sejumlah informasi pilihan dari berbagai negara dalam 24 jam terakhir"
2024-10-30,https://news.detik.com/pilkada/d-7614553/rk-soal-baliho-dirinya-pakai-jersey-persib-provokasi-politik-identitas,"RK soal Baliho Dirinya Pakai Jersey Persib: Provokasi, Politik Identitas","Beredar di media sosial baliho Cagub Jakarta, Ridwan Kamil (RK), yang tengah mengenakan jersey Persib"
2025-03-17,https://news.detik.com/berita/d-7827478/kejagung-usut-perkara-korupsi-minyak-mentah-jadi-momen-kedaulatan-ekonomi,Kejagung: Usut Perkara Korupsi Minyak Mentah Jadi Momen Kedaulatan Ekonomi,"Kejaksaan Agung (Kejagung) menegaskan kasus dugaan korupsi tata kelola minyak mentah dan produk kilang pada PT Pertamina, subholding, dan kontraktor kontrak kerja sama pada periode 2018-2023 merugikan hajat hidup banyak orang"
2024-11-19,https://news.detik.com/internasional/d-7645932/kantor-politik-hamas-dikabarkan-pindah-dari-qatar-ke-turki-benarkah,"Kantor Politik Hamas Dikabarkan Pindah dari Qatar ke Turki, Benarkah?",Kantor politik kelompok Hamas dikabarkan telah pindah dari Qatar ke Turki
2025-05-31,https://news.detik.com/berita/d-7941342/proses-hukum-16-mahasiswa-tersangka-demo-tetap-lanjut-meski-tak-ditahan,Proses Hukum 16 Mahasiswa Tersangka Demo Tetap Lanjut Meski Tak Ditahan,Polda Metro Jaya menangguhkan penahanan 16 mahasiswa tersangka demo ricuh di depan Balai Kota Jakarta
2024-11-14,https://news.detik.com/pilkada/d-7637497/rk-posisi-2-versi-smrc-bos-ppi-mesin-politik-kim-plus-belum-maksimal,"RK Posisi 2 Versi SMRC, Bos PPI: Mesin Politik KIM Plus Belum Maksimal",Lembaga survei SMRC mengeluarkan survei elektabilitas jelang Pilkada 2024 yang menunjukkan hasil elektabilitas paslon Ridwan Kamil (RK)-Suswono tersalip oleh Pramono Anung-Rano Karno
2025-01-23,https://news.detik.com/berita/d-7746746/penembak-kucing-timmy-ngaku-tak-tahu-langgar-hukum-kini-menyesal,"Penembak Kucing Timmy Ngaku Tak Tahu Langgar Hukum, Kini Menyesal","Pria berinisial DD (45) mengaku menyesal setelah ditangkap usai menembak mati kucing Timmy di Kelapa Gading, Jakarta Utara"
2025-03-08,https://news.detik.com/berita/d-7813798/pramono-di-acara-pembubaran-timses-janji-janji-politik-akan-segera-dipenuhi,Pramono di Acara Pembubaran Timses: Janji-Janji Politik Akan Segera Dipenuhi,"Gubernur Jakarta, Pramono Anung, menyampaikan akan segera memenuhi seluruh janji politiknya"
2025-06-24,https://news.detik.com/berita/d-7979602/buka-paripurna-dpr-puan-soroti-isu-ojol-hingga-ekonomi-global,"Buka Paripurna DPR, Puan Soroti Isu Ojol hingga Ekonomi Global",Ketua DPR RI Puan Maharani menyatakan sejumlah isu strategis yang menjadi perhatian utama parlemen pada Masa Sidang IV Tahun 2024-2025
2025-03-19,https://news.detik.com/berita/d-7831465/prabowo-resmikan-kawasan-ekonomi-khusus-di-jateng-besok,Prabowo Resmikan Kawasan Ekonomi Khusus di Jateng Besok,"Presiden Prabowo Subianto akan melakukan kunjungan kerja ke Jawa Tengah, besok"
2025-04-11,https://news.detik.com/berita/d-7865202/wamenkop-ajak-anak-muda-teladani-perjuangan-hos-tjokroaminoto-wujudkan-ekonomi,Wamenkop Ajak Anak Muda Teladani Perjuangan HOS Tjokroaminoto Wujudkan Ekonomi,Wakil Menteri Koperasi (Wamenkop) Ferry Juliantono mengajak generasi muda untuk meneladani perjuangan Hadji Oemar Said (HOS) Tjokroaminoto
2025-07-25,https://news.detik.com/berita/d-8028727/2-pelaku-tawuran-maut-di-matraman-ditangkap-2-lainnya-masih-diburu,"2 Pelaku Tawuran Maut di Matraman Ditangkap, 2 Lainnya Masih Diburu","Polisi masih memburu dua orang terkait tawuran yang menewaskan Nur Hasan (24) di Pisangan Baru, Matraman, Jakarta Timur (Jaktim)"
2024-12-19,https://news.detik.com/berita/d-7694888/ketua-ampi-usul-ada-uu-lobi-golkar-berat-kita-penuh-kepura-puraan,"Ketua AMPI Usul Ada UU Lobi, Golkar: Berat, Kita Penuh Kepura-puraan",Ketua Umum DPP AMPI Jerry Sambuaga mengusulkan adanya UU yang mengatur tentang lobi dalam pemilu
2024-08-15,https://news.detik.com/berita/d-7492173/perludem-perempuan-harus-difasilitasi-untuk-terjun-ke-politik,Perludem: Perempuan Harus Difasilitasi untuk Terjun ke Politik,Perkumpulan untuk Pemilu dan Demokrasi (Perludem) menyoroti minimnya keterwakilan perempuan dalam politik
2025-06-19,https://news.detik.com/berita/d-7972250/waskita-kerja-sama-kejati-diy-genjot-efektivitas-penanganan-masalah-hukum,Waskita Kerja Sama Kejati DIY Genjot Efektivitas Penanganan Masalah Hukum,PT Waskita Karya (Persero) Tbk bersama Kejaksaan Tinggi Daerah Istimewa Yogyakarta (Kejati DIY) mendorong efektivitas penanganan masalah hukum Bidang Perdata dan Tata Usaha Negara (DATUN)
2025-04-23,https://news.detik.com/berita/d-7882319/legislator-gerindra-serap-aspirasi-warga-sragen-soal-pertumbuhan-ekonomi,Legislator Gerindra Serap Aspirasi Warga Sragen soal Pertumbuhan Ekonomi,Anggota DPR RI dari Fraksi Partai Gerindra Sriyanto Saputro melakukan dialog dengan warga di Sragen
2025-07-25,https://news.detik.com/berita/d-8028953/massa-gelar-aksi-dukung-hakim-vonis-penjara-hasto-di-pn-jakpus,Massa Gelar Aksi Dukung Hakim Vonis Penjara Hasto di PN Jakpus,Sekjen PDIP Hasto Kristiyanto menghadapi sidang vonis kasus dugaan suap pengurusan pergantian antarwaktu (PAW) anggota DPR untuk Harun Masiku dan perintangan penyidikan hari ini
2025-07-26,https://news.detik.com/berita/d-8030603/jokowi-soal-isu-ijazah-tak-usai-usai-ini-politik-bukan-soal-asli-atau-palsu,"Jokowi soal Isu Ijazah Tak Usai-usai: Ini Politik, Bukan soal Asli atau Palsu","Presiden ke-7 RI Joko Widodo (Jokowi) mengatakan ijazah kelulusan Universitas Gadjah Mada (UGM) miliknya dijadikan polemik, bukan sekadar soal keasliannya"
2025-05-05,https://news.detik.com/berita/d-7899626/setara-kritik-batalnya-mutasi-perwira-tni-tak-boleh-jadi-alat-politik,Setara Kritik Batalnya Mutasi Perwira: TNI Tak Boleh Jadi Alat Politik,Mutasi Letjen Kunto Arief Wibowo dari jabatan Pangkogabwilhan I yang dibatalkan dalam waktu singkat menjadi sorotan
2025-06-08,https://news.detik.com/berita/d-7954240/kemenhut-siapkan-langkah-hukum-terkait-penambangan-di-raja-ampat,Kemenhut Siapkan Langkah Hukum Terkait Penambangan di Raja Ampat,Kementerian Kehutanan (Kemenhut) ikut turun tangan soal kawasan Raja Ampat yang sedang gaduh di publik lantaran adanya dugaan penambangan
2025-07-29,https://news.detik.com/kolom/d-8034375/selamat-jalan-guru-bangsa-kwik-kian-gie,"Selamat Jalan Guru Bangsa, Kwik Kian Gie","Semalam, Pak Kwik Kian Gie, meninggalkan kita di usia 90 tahun"
2025-05-15,https://news.detik.com/berita/d-7915573/prabowo-pm-albanese-sepakat-tingkatkan-kerja-sama-bidang-ekonomi-pertahanan,Prabowo-PM Albanese Sepakat Tingkatkan Kerja Sama Bidang Ekonomi-Pertahanan,Presiden RI Prabowo Subianto dan Perdana Menteri (PM) Australia Anthony Albanesse sepakat menyelesaikan komitmen kerja sama kemitraan strategis komprehensif 2025-2029
2025-07-26,https://news.detik.com/berita/d-8030281/tega-ayah-di-bekasi-perkosa-anak-kandung-saat-tidur-bareng-istri,Tega! Ayah di Bekasi Perkosa Anak Kandung Saat Tidur Bareng Istri,"Seorang ayah di Bekasi, R, tega memerkosa anak kandungnya sendiri yang masih berusia 14 tahun"
2024-12-21,https://news.detik.com/berita/d-7697702/mahfud-soal-prabowo-maafkan-koruptor-menurut-hukum-tidak-boleh,Mahfud soal Prabowo Maafkan Koruptor: Menurut Hukum Tidak Boleh,"Menurut Presiden Prabowo Subianto, koruptor dimaafkan saja asal koruptor tersebut mengembalikan uang hasil korupsi ke negara"
2025-06-07,https://news.detik.com/berita/d-7953022/apa-hukum-puasa-di-hari-tasyrik-idul-adha-simak-informasinya,Apa Hukum Puasa di Hari Tasyrik Idul Adha? Simak Informasinya!,"Hari Tasyrik adalah tiga hari setelah Idul Adha (nahar), yaitu tanggal 11, 12, dan 13 Dzulhijjah"
2024-11-28,https://news.detik.com/pilkada/d-7661091/hasbi-jayabaya-unggul-di-quick-count-pilbup-lebak-dari-indikator-politik,Hasbi Jayabaya Unggul di Quick Count Pilbup Lebak dari Indikator Politik,Hitung cepat atau quick count lembaga survei Indikator Politik di Pilbup Lebak 2024 sudah mencapai 100 persen
2024-11-14,https://news.detik.com/foto-news/d-7636760/wujud-robot-anjing-yang-dikerahkan-jaga-keamanan-rumah-donald-trump,Wujud Robot Anjing yang Dikerahkan Jaga Keamanan Rumah Donald Trump,Florida - Robot anjing semakin banyak digunakan lembaga penegak hukum di Amerika Serikat untuk membantu keamanan dan keselamatan publik
2025-02-28,https://news.detik.com/berita/d-7800982/waka-mpr-sebut-target-pertumbuhan-ekonomi-harus-diiringi-transisi-energi,Waka MPR Sebut Target Pertumbuhan Ekonomi Harus Diiringi Transisi Energi,Wakil Ketua MPR RI Fraksi PAN Eddy Soeparno menuturkan Indonesia memiliki target ambisius untuk mencapai pertumbuhan ekonomi hingga 8% dalam rangka mewujudkan visi Indonesia Emas 2045
2025-05-10,https://news.detik.com/berita/d-7908265/relawan-dukung-mahasiswi-pengunggah-meme-prabowo-jokowi-diproses-hukum,Relawan Dukung Mahasiswi Pengunggah Meme Prabowo-Jokowi Diproses Hukum,"Mahasiswi Institut Teknologi Bandung (ITB), berinisial SSS, ditangkap polisi terkait unggahan meme antara Presiden Prabowo Subianto dan Presiden ke-7 RI Joko Widodo (Jokowi)"
2025-01-30,https://news.detik.com/berita/d-7756396/panglima-soroti-dampak-perang-di-luar-negeri-terhadap-ekonomi-indonesia,Panglima Soroti Dampak Perang di Luar Negeri terhadap Ekonomi Indonesia,Panglima TNI Jenderal Agus Subiyanto menyoroti dampak dari masih adanya negara-negara luar yang berperang terhadap ekonomi Indonesia
2025-05-16,https://news.detik.com/melindungi-tuah-marwah/d-7917918/di-ojk-kapolda-riau-paparkan-kaitan-green-policing-dan-stabilitas-ekonomi,"Di OJK, Kapolda Riau Paparkan Kaitan Green Policing dan Stabilitas Ekonomi",Kapolda Riau Irjen Herry Heryawan menghadiri coffee morning bersama Otoritas Jasa Keuangan (OJK) dan Forum Komunikasi Industri Jasa Keuangan (FKIJK) Provinsi Riau
2025-07-25,https://news.detik.com/berita/d-8028844/hakim-peringatkan-pengunjung-sidang-vonis-hasto-kristiyanto-tak-buat-gaduh,Hakim Peringatkan Pengunjung Sidang Vonis Hasto Kristiyanto Tak Buat Gaduh,Sekjen PDIP Hasto Kristiyanto menghadapi sidang vonis kasus dugaan suap pengurusan PAW anggota DPR untuk Harun Masiku dan perintangan penyidikan
2025-04-15,https://news.detik.com/berita/d-7870696/ibas-bahas-peluang-kopi-jadi-pendorong-perekonomian-dalam-negeri,Ibas Bahas Peluang Kopi Jadi Pendorong Perekonomian dalam Negeri,"Wakil Ketua MPR RI dari Partai Demokrat, Edhie Baskoro Yudhoyono (Ibas) mengajak seluruh elemen, pemerintah, petani, pelaku industri, hingga masyarakat, untuk mendorong hilirisasi dan branding kopi Indonesia yang semakin berkembang dan maju, baik untuk pasar lokal maupun global"
2025-01-14,https://news.detik.com/kolom/d-7730345/transisi-menuju-ekonomi-sirkular-kerakyatan,Transisi Menuju Ekonomi Sirkular Kerakyatan,"Perubahan iklim semakin nyata dirasakan di Indonesia, mulai dari cuaca ekstrem, banjir yang semakin sering terjadi, hingga kenaikan suhu yang dapat mempengaruhi sektor pertanian dan kesehatan masyarakat"
2024-11-08,https://news.detik.com/berita/d-7628565/istana-jelaskan-maksud-prabowo-soal-pemerintah-bersih-dari-dendam-politik,Istana Jelaskan Maksud Prabowo soal Pemerintah Bersih dari Dendam Politik,Presiden Prabowo Subianto berbicara mengenai pemerintahan yang bersih dari muatan politis dan dendam politik sebelum kunjungan kerja ke luar negeri (LN)
2024-12-28,https://news.detik.com/berita/d-7707646/hasto-tersangka-kpk-said-abdullah-harap-hukum-berjalan-proporsional,"Hasto Tersangka KPK, Said Abdullah Harap Hukum Berjalan Proporsional",Ketua DPP PDIP sekaligus Badan Anggaran (Banggar) DPR Said Abdullah menanggapi terjeratnya Sekjen PDIP Hasto Kristiyanto sebagai tersangka oleh KPK
2025-01-10,https://news.detik.com/berita/d-7726126/sidang-sengketa-pilkada-hakim-mk-lempar-candaan-honor-kuasa-hukum,"Sidang Sengketa Pilkada, Hakim MK Lempar Candaan Honor Kuasa Hukum","Ketua hakim majelis panel 2, Saldi Isra, mengatakan semua fakta dan bukti boleh diungkap di persidangan"
2024-11-22,https://news.detik.com/internasional/d-7652075/icc-perintahkan-tangkap-netanyahu-iran-kematian-politik-untuk-israel,"ICC Perintahkan Tangkap Netanyahu, Iran: Kematian Politik untuk Israel",Iran turut mengomentari perintah penangkapan yang dirilis Mahkamah Pidana Internasional (ICC) terhadap Perdana Menteri (PM) Israel Benjamin Netanyahu dan mantan Menteri Pertahanan (Menhan) Yoav Gallant atas tuduhan kejahatan perang dan kejahatan terhadap kemanusiaan
2025-02-28,https://news.detik.com/foto-news/d-7799789/sejumlah-pakar-bahas-perbaikan-sistem-politik-indonesia,Sejumlah Pakar Bahas Perbaikan Sistem Politik Indonesia,Jakarta - Diskusi 'Urgensi Perbaikan Sistem Politik Indonesia' digelar di Sekretariat Politic & Colleagues Breakfast (PCB) di Jakarta
2025-07-11,https://news.detik.com/berita/d-8007284/raih-gelar-doktor-ilmu-politik-mentrans-angkat-disertasi-tema-pemilu-2024,"Raih Gelar Doktor Ilmu Politik, Mentrans Angkat Disertasi Tema Pemilu 2024","Menteri Transmigrasi (Mentrans), Iftitah Sulaiman Suryanagara resmi meraih gelar doktor dalam Sidang Terbuka Promosi Doktor di Universitas Padjadjaran, Bandung, hari ini"
2024-07-15,https://news.detik.com/detiknews/d-7439729/suhu-politik-amerika-usai-donald-trump-ditembak,Suhu Politik Amerika Usai Donald Trump Ditembak,"Berbagai spekulasi muncul atas insiden percobaan pembunuhan calon presiden Amerika Serikat, Donald Trump pada Minggu (14 Juli 2024) pukul 08"
2025-03-13,https://news.detik.com/berita/d-7821935/eks-kapolres-ngada-diproses-dijerat-hukum-sahroni-kapolri-super-tegas,"Eks Kapolres Ngada Diproses-Dijerat Hukum, Sahroni: Kapolri Super Tegas",Wakil Ketua Komisi III DPR RI Fraksi NasDem Ahmad Sahroni mengapresiasi Kapolri Jenderal Listyo Sigit Prabowo mencopot dan memproses eks Kapolres Ngada AKBP Fajar Widyadharma Lukman Sumaatmaja dalam kasus narkoba dan asusila
2024-11-28,https://news.detik.com/pilkada/d-7660421/tim-rido-duga-ada-kecurangan-di-pilkada-politik-uang-sembako-di-masa-tenang,Tim RIDO Duga Ada Kecurangan di Pilkada: Politik Uang-Sembako di Masa Tenang,"Ketua Tim Pemenangan Paslon nomor urut 1 Ridwan Kamil (RK) dan Suswono, Ahmad Riza Patria, mengatakan ada dugaan kecurangan di Pilkada Jakarta"
2025-04-27,https://news.detik.com/berita/d-7888167/mahasiswa-minta-mk-batalkan-uu-tni-hasil-revisi-dan-hukum-presiden-dpr,Mahasiswa Minta MK Batalkan UU TNI Hasil Revisi dan Hukum Presiden-DPR,Undang-Undang (UU) TNI hasil revisi digugat ke Mahkamah Konstitusi (MK)
2024-11-27,https://news.detik.com/pilkada/d-7659135/pdip-jatim-ajak-warga-tolak-politik-uang-pilihan-anda-tentukan-masa-depan,PDIP Jatim Ajak Warga Tolak Politik Uang: Pilihan Anda Tentukan Masa Depan,"Kepala Badan Pemenangan (BP) Pemilu PDIP Jatim, Deni Wicaksono mengajak masyarakat Jawa Timur memilih dengan bijak dalam pemilu dan menolak politik uang"
2024-11-29,https://news.detik.com/bbc-world/d-7662743/gempar-drama-perseteruan-politik-marcos-duterte,Gempar Drama Perseteruan Politik Marcos-Duterte,"Ketika seorang wakil presiden yang sedang menjabat mengatakan dia telah menyewa pembunuh bayaran untuk membunuh presiden, dan bermimpi memenggal kepalanya, Anda mungkin berpikir bahwa negara itu sedang dalam masalah serius"
2025-06-15,https://news.detik.com/berita/d-7965454/wamen-atr-bpn-pembangunan-infrastruktur-perlu-tanah-dan-kepastian-hukum,Wamen ATR/BPN: Pembangunan Infrastruktur Perlu Tanah dan Kepastian Hukum,"Wakil Menteri ATR/BPN, Ossy Dermawan menegaskan keberhasilan pembangunan infrastruktur sangat bergantung pada kebijakan tata ruang yang terintegrasi dan berkelanjutan"
2025-04-22,https://news.detik.com/berita/d-7879595/bahlil-sebut-misbakhun-sosok-pemenang-pernah-dapat-cobaan-hukum,Bahlil Sebut Misbakhun Sosok Pemenang: Pernah Dapat Cobaan Hukum,Ketua Umum Partai Golkar Bahlil Lahadalia sempat kembali menyapa kadernya Mukhamad Misbakhun yang pernah disinggungnya beberapa saat lalu di acara Partai Golkar
2025-05-16,https://news.detik.com/berita/d-7917608/detikcom-gelar-outlook-ekonomi-dpr-bahas-tantangan-ekonomi-global,"detikcom Gelar Outlook Ekonomi DPR, Bahas Tantangan Ekonomi Global",Perekonomian global menghadapi berbagai gejolak usai penerapan Tarif Trump pada awal April 2025
2025-07-28,https://news.detik.com/berita/d-8033736/cak-imin-usul-gubernur-dipilih-pusat-bahlil-golkar-bicara-itu-duluan,"Cak Imin Usul Gubernur Dipilih Pusat, Bahlil: Golkar Bicara Itu Duluan",Ketua Umum (Ketum) Golkar Bahlil Lahadalia menanggapi usulan Ketum PKB Muhaimin Iskandar atau Cak Imin agar pemilihan kepala daerah tak digelar secara langsung dengan gubernur yang dipilih oleh pemerintah pusat
